index,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
4130,0,3,8,0,0,2,0,0,0,0,1,3,3,7,7,0,2,1,5,0,2,2
6775,2,3,0,1,4,2,0,1,2,1,6,3,3,5,5,0,2,1,1,7,4,1
5241,4,2,7,1,3,2,0,1,2,1,6,3,2,5,5,0,2,1,1,7,4,6
5135,3,0,3,0,6,2,0,0,8,1,0,3,3,3,5,0,2,1,5,0,4,6
7535,2,2,9,0,1,2,0,0,10,0,5,3,1,7,7,0,2,1,5,1,5,3
2214,3,0,8,1,6,2,1,0,7,1,3,3,3,7,7,0,2,1,1,1,3,0
1768,2,0,0,0,6,2,0,0,8,1,0,3,3,3,3,0,2,1,5,0,4,6
7959,2,0,8,1,2,2,0,1,7,0,0,3,3,7,7,0,2,1,5,1,3,6
5232,2,3,0,0,7,2,0,1,7,0,3,3,3,7,7,0,2,1,5,0,4,4
1663,2,0,0,1,6,2,1,0,7,1,3,3,0,7,7,0,2,1,1,0,0,0
5137,3,2,3,0,6,2,0,0,7,1,0,3,3,3,7,0,2,1,5,1,4,6
4310,2,2,7,1,8,2,0,1,2,1,6,2,3,5,5,0,2,1,1,7,4,3
7549,0,3,8,0,1,2,0,0,4,0,1,3,3,7,7,0,2,1,5,0,2,2
6332,2,0,0,0,6,2,0,0,7,1,0,3,3,7,3,0,2,1,5,1,4,6
2600,3,2,7,0,6,2,0,0,8,1,0,3,3,7,7,0,2,1,5,1,4,6
3128,2,2,3,1,4,2,0,0,4,0,0,2,2,1,0,0,2,1,3,3,5,3
1390,2,0,0,0,6,2,0,0,10,1,0,3,3,3,3,0,2,1,5,1,5,6
7934,3,2,7,1,4,2,0,1,2,1,6,2,2,7,5,0,2,1,1,7,4,1
410,4,2,0,1,4,2,0,1,2,1,6,3,2,5,5,0,2,1,1,7,4,6
6888,3,0,9,1,4,2,0,0,3,0,0,2,2,5,5,0,2,1,3,3,5,6
2617,2,3,0,1,6,2,1,0,0,1,3,3,0,7,7,0,2,1,1,1,3,0
2927,3,3,7,1,8,2,0,1,2,1,6,3,2,5,7,0,2,1,1,7,4,1
813,3,2,0,0,6,2,0,0,1,1,0,3,3,3,7,0,2,1,5,1,5,6
2206,0,2,8,0,1,2,0,0,4,0,1,3,3,7,7,0,2,1,5,0,2,2
6219,2,0,0,1,6,2,1,0,1,1,3,3,0,7,7,0,2,1,1,0,0,0
5728,0,3,9,0,1,2,0,0,0,0,1,3,3,7,7,0,2,1,5,0,3,2
451,2,2,3,0,6,2,0,0,10,1,0,3,3,7,3,0,2,1,5,0,4,6
3619,2,3,9,0,0,2,0,0,4,0,1,3,3,7,7,0,2,1,5,0,2,2
633,3,0,9,1,6,2,0,1,10,0,6,2,1,7,0,0,2,1,1,7,4,6
2311,3,3,7,1,4,2,0,1,2,1,6,2,2,7,7,0,2,1,1,7,4,6
181,2,2,7,1,4,2,0,1,2,1,6,3,3,5,5,0,2,1,1,7,4,1
5874,2,2,7,0,6,2,0,0,10,1,0,3,3,5,7,0,2,1,5,0,4,6
4702,3,2,7,0,6,2,0,0,8,1,0,3,3,7,5,0,2,1,5,0,4,6
6752,3,2,9,1,4,2,0,0,7,0,0,2,2,5,0,0,2,1,3,3,5,6
7076,2,3,0,1,8,2,0,1,2,1,6,2,2,5,7,0,2,1,1,7,4,6
818,3,2,7,1,4,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,1
1688,4,2,1,0,6,2,0,0,9,0,6,3,3,7,7,0,2,2,1,7,1,5
4887,3,2,7,1,4,2,0,1,2,1,6,3,3,5,5,0,2,1,1,7,4,6
935,2,2,3,0,6,2,0,0,10,1,0,3,3,7,5,0,2,1,5,1,4,6
6643,0,3,9,0,1,2,0,0,0,0,1,3,3,7,7,0,2,1,5,0,2,0
3145,3,3,3,0,4,2,0,0,3,1,0,0,0,7,7,0,2,1,5,3,4,4
6374,2,3,0,1,8,2,0,1,2,1,6,2,2,7,7,0,2,1,1,7,4,3
1475,3,2,9,1,4,2,0,0,4,0,0,2,2,5,1,0,2,1,3,3,5,3
22,3,2,0,1,8,2,0,1,2,1,6,2,3,5,5,0,2,1,1,7,4,3
7682,3,2,9,1,4,2,0,0,4,0,0,2,2,0,0,0,2,1,3,3,5,0
5597,2,2,3,0,6,2,0,0,7,1,0,3,3,7,5,0,2,1,5,0,5,6
6493,3,2,0,0,7,2,0,1,0,0,3,3,3,7,7,0,2,1,5,1,3,4
3041,3,0,9,1,4,2,0,0,4,0,0,2,2,1,5,0,2,1,3,3,4,0
7715,2,3,9,0,1,2,0,0,0,0,1,3,3,7,7,0,2,1,5,0,3,0
98,2,3,7,1,8,2,0,1,2,1,6,3,2,5,5,0,2,1,1,7,4,1
945,0,3,8,0,1,2,0,0,10,0,1,3,3,7,7,0,2,1,5,0,2,0
5110,2,3,9,0,0,2,0,0,1,0,1,3,3,7,7,0,2,1,5,0,3,0
5510,4,3,7,1,3,2,0,1,2,1,6,2,3,5,5,0,2,1,1,7,4,6
6042,3,0,3,0,6,2,0,0,1,1,0,3,3,7,3,0,2,1,5,1,5,6
3753,2,2,7,1,4,2,0,1,2,1,6,3,3,7,5,0,2,1,1,7,4,1
4826,2,2,0,1,6,2,0,0,10,0,0,1,1,0,0,0,2,2,5,7,5,6
4692,2,2,7,1,8,2,0,1,2,1,6,2,2,7,5,0,2,1,1,7,4,3
4997,0,3,8,0,1,2,0,0,1,0,1,3,3,7,7,0,2,1,5,0,2,0
4680,3,0,9,1,4,2,0,0,7,0,0,2,2,1,5,0,2,1,3,3,5,6
6764,2,3,8,0,0,2,0,0,1,0,1,3,3,7,7,0,2,1,5,1,3,2
1488,4,3,0,1,6,0,0,0,1,0,6,3,3,4,4,0,1,1,5,1,4,1
4697,2,2,9,1,4,2,0,0,4,0,0,2,2,1,5,0,2,1,3,3,5,6
6627,2,2,9,1,4,2,0,0,7,0,0,2,2,0,0,0,2,1,3,3,4,6
3897,3,3,0,1,6,2,1,0,1,1,3,0,3,7,7,0,2,1,1,0,3,0
8123,3,2,7,1,8,2,0,1,2,1,6,3,2,5,5,0,2,1,1,7,4,6
2742,2,2,7,1,5,2,0,0,10,0,1,2,1,2,2,0,2,0,4,7,1,6
3819,4,2,7,1,5,2,0,0,10,0,1,2,1,2,2,0,2,0,4,7,1,6
2370,3,2,7,1,8,2,0,1,2,1,6,3,3,7,7,0,2,1,1,7,4,1
4323,3,2,0,0,6,2,0,0,7,1,0,3,3,7,5,0,2,1,5,1,4,6
2138,2,3,0,1,6,2,1,0,7,1,3,3,3,7,7,0,2,1,1,1,3,0
4380,2,0,7,0,6,2,0,0,7,1,0,3,3,5,5,0,2,1,5,0,4,6
7929,3,2,7,0,6,2,0,0,1,1,0,3,3,5,5,0,2,1,5,1,5,6
7283,3,0,0,0,6,2,0,0,8,1,0,3,3,5,7,0,2,1,5,1,4,6
1536,2,2,0,0,6,2,0,0,7,1,0,3,3,5,7,0,2,1,5,0,4,6
6255,2,3,0,1,8,2,0,1,2,1,6,3,3,7,5,0,2,1,1,7,4,3
8010,2,3,1,0,4,2,0,0,3,1,0,0,0,7,7,0,2,1,5,3,4,4
5344,2,3,8,0,1,2,0,0,4,0,1,3,3,7,7,0,2,1,5,1,2,2
561,2,0,3,1,2,2,0,1,7,0,0,3,3,7,7,0,2,1,5,0,4,6
4811,3,3,3,1,6,2,1,0,7,1,3,3,0,7,7,0,2,1,1,0,0,0
3292,2,0,8,1,2,2,1,1,8,0,0,3,3,7,7,0,2,1,5,0,3,6
1543,3,2,0,1,8,2,0,1,2,1,6,3,3,5,7,0,2,1,1,7,4,1
4161,2,3,1,0,4,2,0,0,10,1,0,3,3,7,7,0,2,1,5,3,3,0
5807,4,2,7,1,4,2,0,1,2,1,6,3,3,5,5,0,2,1,1,7,4,1
5096,3,3,8,0,4,2,0,0,10,1,0,3,0,7,7,0,2,1,5,3,4,0
3479,3,0,8,1,6,2,1,0,1,1,3,3,3,7,7,0,2,1,1,0,3,0
4006,3,0,3,0,6,2,0,0,8,1,0,3,3,7,5,0,2,1,5,0,5,6
4625,2,2,0,1,4,2,0,1,2,1,6,3,3,5,5,0,2,1,1,7,4,6
6741,4,0,8,1,6,2,1,0,10,0,6,2,3,7,7,0,2,2,5,7,3,0
7528,4,0,9,1,6,2,0,1,10,0,6,2,1,7,0,0,2,1,1,7,4,6
7656,2,0,8,1,6,2,1,0,3,1,3,3,3,7,7,0,2,1,1,1,3,0
1655,3,0,7,0,6,2,0,0,8,1,0,3,3,3,5,0,2,1,5,1,4,6
667,0,2,9,0,1,2,0,0,4,0,1,3,3,7,7,0,2,1,5,0,3,2
2872,3,3,3,1,6,2,1,0,7,1,3,3,0,7,7,0,2,1,1,1,0,0
2047,0,2,8,0,0,2,0,0,10,0,1,3,3,7,7,0,2,1,5,1,2,0
6710,0,3,9,0,1,2,0,0,0,0,1,3,3,7,7,0,2,1,5,0,2,2
6261,2,3,8,1,6,2,1,0,7,0,6,3,2,7,7,0,2,2,5,7,2,0
7006,2,0,9,1,4,2,0,0,3,0,0,2,2,5,5,0,2,1,3,3,4,6
4538,3,2,8,0,7,2,0,1,7,0,3,3,3,7,7,0,2,1,5,1,4,4
3319,4,3,0,1,3,2,0,1,2,1,6,3,3,7,5,0,2,1,1,7,4,6
4265,0,3,8,0,6,2,0,0,5,0,0,3,3,7,7,0,2,2,5,4,4,2
5275,2,0,9,1,4,2,0,0,7,0,0,2,2,5,0,0,2,1,3,3,5,3
4829,3,2,7,0,6,2,0,0,1,1,0,3,3,3,3,0,2,1,5,0,5,6
2044,3,2,3,0,6,2,0,0,1,1,0,3,3,5,7,0,2,1,5,0,5,6
3741,3,2,7,0,6,2,0,0,1,1,0,3,3,3,7,0,2,1,5,0,5,6
6361,3,2,0,0,7,2,0,1,10,0,3,3,3,7,7,0,2,1,5,1,4,4
6141,3,3,0,1,6,2,1,0,3,1,3,3,0,7,7,0,2,1,1,0,0,0
3540,3,2,7,1,8,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,1
6887,3,3,8,0,4,2,0,0,3,1,0,3,3,7,7,0,2,1,5,3,4,0
7086,2,3,3,0,4,2,0,0,10,1,0,3,0,7,7,0,2,1,5,3,4,0
3643,2,2,7,0,6,2,0,0,7,1,0,3,3,3,3,0,2,1,5,1,5,6
2582,2,3,7,1,3,2,0,1,2,1,6,3,2,5,5,0,2,1,1,7,4,6
2310,3,0,9,1,4,2,0,0,7,0,0,2,2,1,0,0,2,1,3,3,4,3
2244,3,0,7,0,6,2,0,0,8,1,0,3,3,5,7,0,2,1,5,0,5,6
1438,3,3,0,1,6,2,1,0,7,1,3,0,0,7,7,0,2,1,1,0,0,0
684,2,0,9,1,6,2,0,1,10,0,6,2,1,7,0,0,2,1,1,7,4,6
3791,0,2,8,0,1,2,0,0,0,0,1,3,3,7,7,0,2,1,5,1,3,0
6475,2,2,0,0,6,2,0,0,7,1,0,3,3,7,3,0,2,1,5,0,4,6
4075,2,0,7,0,6,2,0,0,7,1,0,3,3,7,5,0,2,1,5,0,5,6
3628,3,0,3,1,4,2,0,0,7,0,0,2,2,1,1,0,2,1,3,3,4,6
2844,2,2,3,0,6,2,0,0,8,1,0,3,3,3,5,0,2,1,5,0,5,6
53,0,3,9,0,1,2,0,0,4,0,1,3,3,7,7,0,2,1,5,0,2,2
6726,2,2,9,1,4,2,0,0,4,0,0,2,2,5,0,0,2,1,3,3,5,3
7766,2,3,7,1,3,2,0,1,2,1,6,3,2,7,5,0,2,1,1,7,4,6
4681,3,2,0,0,6,2,0,0,7,1,0,3,3,5,3,0,2,1,5,1,5,6
7301,2,2,0,0,6,2,0,0,1,1,0,3,3,7,5,0,2,1,5,1,5,6
5249,3,3,3,1,6,2,1,0,3,1,3,3,0,7,7,0,2,1,1,0,0,0
3159,2,2,9,1,4,2,0,0,3,0,0,2,2,1,0,0,2,1,3,3,4,0
6984,3,2,3,1,4,2,0,0,4,0,0,2,2,1,0,0,2,1,3,3,4,3
3537,5,0,3,1,6,2,0,1,1,0,3,3,3,7,7,0,2,1,5,1,4,4
2252,2,2,0,1,3,2,0,1,2,1,6,3,2,5,5,0,2,1,1,7,4,1
6212,2,3,7,1,3,2,0,1,2,1,6,3,2,5,7,0,2,1,1,7,4,3
6074,3,3,0,1,6,0,0,0,1,0,6,3,3,4,4,0,0,1,5,8,4,1
1204,2,2,0,0,1,2,0,0,1,0,5,3,1,7,7,0,2,1,5,0,3,0
4873,0,3,0,1,6,0,0,0,6,0,6,3,3,4,4,0,1,1,5,5,1,1
7862,2,3,3,1,6,2,1,0,10,0,6,3,2,7,7,0,2,2,5,7,3,0
6578,3,2,0,1,8,2,0,1,2,1,6,3,2,7,7,0,2,1,1,7,4,3
2238,0,3,8,1,6,2,1,0,7,0,6,3,2,7,7,0,2,2,5,7,3,0
6548,3,2,7,0,6,2,0,0,10,1,0,3,3,7,5,0,2,1,5,1,5,6
6314,2,2,7,0,6,2,0,0,10,1,0,3,3,5,5,0,2,1,5,0,5,6
3052,0,3,9,0,1,2,0,0,10,0,1,3,3,7,7,0,2,1,5,0,2,0
5044,3,2,9,1,4,2,0,0,3,0,0,2,2,5,1,0,2,1,3,3,5,3
4756,2,2,3,0,6,2,0,0,8,1,0,3,3,5,7,0,2,1,5,0,4,6
467,4,2,7,1,3,2,0,1,2,1,6,2,3,5,5,0,2,1,1,7,4,1
6420,0,3,0,1,6,0,0,0,1,0,6,3,3,4,4,0,1,1,5,8,1,1
2779,3,0,0,0,6,2,0,0,8,1,0,3,3,3,7,0,2,1,5,0,4,6
2596,2,3,7,1,8,2,0,1,2,1,6,2,3,5,5,0,2,1,1,7,4,1
4893,3,2,7,1,3,2,0,1,2,1,6,2,3,7,5,0,2,1,1,7,4,1
3853,2,0,9,1,4,2,0,0,4,0,0,2,2,5,1,0,2,1,3,3,5,0
7478,2,0,3,1,4,2,0,0,3,0,0,2,2,1,0,0,2,1,3,3,4,6
689,2,3,3,1,2,2,0,1,8,0,0,3,3,7,7,0,2,1,5,0,4,6
6737,2,0,7,0,6,2,0,0,7,1,0,3,3,3,7,0,2,1,5,0,4,6
5625,3,3,7,1,3,2,0,1,2,1,6,3,3,5,5,0,2,1,1,7,4,1
1528,2,0,0,0,6,2,0,0,8,1,0,3,3,7,7,0,2,1,5,1,4,6
4375,3,3,0,0,7,2,0,1,7,0,3,3,3,7,7,0,2,1,5,1,4,0
7074,4,0,3,1,6,2,1,0,7,0,6,2,3,7,7,0,2,2,5,7,3,0
2702,2,2,3,0,6,2,0,0,10,1,0,3,3,5,5,0,2,1,5,1,4,6
3860,3,2,9,1,4,2,0,0,4,0,0,2,2,5,0,0,2,1,3,3,4,0
5065,2,0,8,0,0,2,1,1,10,1,0,3,3,7,7,0,2,1,5,1,4,6
443,4,2,2,1,5,0,0,0,11,0,1,2,1,2,2,0,2,0,4,7,1,6
2628,3,2,7,1,4,2,0,1,2,1,6,3,2,7,5,0,2,1,1,7,4,3
7168,2,3,3,0,4,2,0,0,3,1,0,3,3,7,7,0,2,1,5,3,3,4
6423,3,2,9,1,4,2,0,0,3,0,0,2,2,0,1,0,2,1,3,3,5,0
4712,3,0,3,1,4,2,0,0,4,0,0,2,2,5,1,0,2,1,3,3,4,3
2732,2,3,8,0,0,2,1,1,1,1,0,3,3,7,7,0,2,1,5,1,4,6
1842,0,2,8,0,0,2,0,0,10,0,1,3,3,7,7,0,2,1,5,1,3,2
7331,3,0,0,1,6,2,0,1,1,0,3,3,3,7,7,0,2,1,5,0,4,4
3712,2,0,7,0,6,2,0,0,10,1,0,3,3,7,7,0,2,1,5,0,5,6
7226,5,0,3,1,6,2,0,1,0,0,3,3,3,7,7,0,2,1,5,1,5,4
5311,3,2,7,1,8,2,0,1,2,1,6,3,2,5,7,0,2,1,1,7,4,6
2245,4,2,7,1,8,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,1
1626,0,2,8,0,0,2,0,0,0,0,1,3,3,7,7,0,2,1,5,0,3,2
5948,2,2,8,1,6,2,0,1,10,0,6,3,0,7,7,0,2,1,2,3,5,6
7521,3,0,3,1,6,2,1,0,0,1,3,0,3,7,7,0,2,1,1,0,3,0
7590,3,0,3,1,6,2,0,1,7,0,3,3,3,7,7,0,2,1,5,0,4,4
7476,3,3,5,0,6,2,0,0,10,0,0,3,3,7,7,0,2,2,5,4,4,2
1300,3,2,9,1,4,2,0,0,3,0,0,2,2,0,5,0,2,1,3,3,4,3
1893,3,0,3,1,4,2,0,0,3,0,0,2,2,5,5,0,2,1,3,3,4,0
244,2,3,0,1,4,2,0,1,2,1,6,2,2,5,5,0,2,1,1,7,4,6
4133,2,0,9,1,4,2,0,0,3,0,0,2,2,1,1,0,2,1,3,3,4,0
6954,3,0,3,1,4,2,0,0,7,0,0,2,2,0,0,0,2,1,3,3,4,0
3651,2,2,9,0,1,2,0,0,1,0,1,3,3,7,7,0,2,1,5,0,3,0
2347,2,2,3,1,4,2,0,0,7,0,0,2,2,5,5,0,2,1,3,3,5,0
3620,4,2,0,1,3,2,0,1,2,1,6,3,2,7,7,0,2,1,1,7,4,3
6375,2,2,0,0,1,2,0,0,10,0,5,3,1,7,7,0,2,1,5,1,5,3
2039,4,3,7,1,8,2,0,1,2,1,6,2,2,5,5,0,2,1,1,7,4,6
5852,2,2,9,0,0,2,0,0,4,0,1,3,3,7,7,0,2,1,5,0,3,2
6536,2,3,0,1,8,2,0,1,2,1,6,3,3,7,7,0,2,1,1,7,4,3
1476,4,3,0,1,3,2,0,1,2,1,6,3,2,7,7,0,2,1,1,7,4,6
3541,0,3,5,0,6,2,0,0,4,0,0,3,3,7,7,0,2,2,5,4,4,0
4031,4,3,7,1,8,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,6
7511,3,3,7,1,4,2,0,1,2,1,6,2,2,5,7,0,2,1,1,7,4,6
3912,2,0,8,1,6,2,1,0,7,0,6,3,2,7,7,0,2,2,5,7,3,0
7955,3,3,7,1,8,2,0,1,2,1,6,3,2,5,7,0,2,1,1,7,4,6
5157,2,3,0,1,6,0,0,0,1,0,6,3,3,4,4,0,1,1,5,1,1,1
6287,2,2,8,0,7,2,0,1,0,0,3,3,3,7,7,0,2,1,5,1,3,0
7292,2,0,0,0,6,2,0,0,10,1,0,3,3,5,5,0,2,1,5,1,5,6
3782,3,0,9,1,4,2,0,0,4,0,0,2,2,1,1,0,2,1,3,3,4,0
638,3,0,0,1,6,2,0,1,4,0,3,3,3,7,7,0,2,1,5,1,4,4
6840,4,3,7,1,4,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,1
7156,4,3,0,1,8,2,0,1,2,1,6,3,2,7,5,0,2,1,1,7,4,6
2304,0,2,8,0,1,2,0,0,0,0,1,3,3,7,7,0,2,1,5,0,2,2
3525,2,0,5,1,2,2,0,1,4,0,0,3,3,7,7,0,2,1,5,1,4,6
7294,2,2,7,1,4,2,0,1,2,1,6,2,2,7,7,0,2,1,1,7,4,1
7995,2,0,3,1,6,2,1,0,3,1,3,0,3,7,7,0,2,1,1,0,0,0
5248,2,2,0,0,6,2,0,0,8,1,0,3,3,7,5,0,2,1,5,1,4,6
549,3,2,3,1,4,2,0,0,4,0,0,2,2,5,5,0,2,1,3,3,4,6
7694,3,2,7,1,8,2,0,1,2,1,6,2,3,7,5,0,2,1,1,7,4,3
1895,3,0,3,0,6,2,0,0,8,1,0,3,3,7,3,0,2,1,5,1,5,6
3920,0,3,1,0,6,2,0,0,5,0,0,3,3,7,7,0,2,2,5,4,4,0
4184,2,2,3,1,4,2,0,0,4,0,0,2,2,0,5,0,2,1,3,3,5,6
576,2,0,0,1,6,2,0,1,4,0,3,3,3,7,7,0,2,1,5,1,4,4
7941,2,2,9,1,4,2,0,0,4,0,0,2,2,5,1,0,2,1,3,3,5,6
2976,2,2,3,0,6,2,0,0,1,1,0,3,3,5,7,0,2,1,5,1,4,6
161,3,0,0,1,6,2,0,1,1,0,3,3,3,7,7,0,2,1,5,0,5,4
7395,3,2,7,0,6,2,0,0,10,1,0,3,3,7,5,0,2,1,5,0,5,6
72,2,2,8,0,1,2,0,0,0,0,1,3,3,7,7,0,2,1,5,0,2,0
694,3,0,7,0,6,2,0,0,7,1,0,3,3,3,3,0,2,1,5,0,5,6
4437,3,0,3,0,6,2,0,0,8,1,0,3,3,3,7,0,2,1,5,0,4,6
6721,4,2,0,1,4,2,0,1,2,1,6,3,2,5,5,0,2,1,1,7,4,1
964,2,2,0,0,6,2,0,0,7,1,0,3,3,5,7,0,2,1,5,1,5,6
8018,3,3,3,0,4,2,0,0,10,1,0,3,3,7,7,0,2,1,5,3,4,0
38,3,2,0,0,6,2,0,0,1,1,0,3,3,7,5,0,2,1,5,0,5,6
4889,2,3,7,1,3,2,0,1,2,1,6,2,2,5,7,0,2,1,1,7,4,3
5951,3,2,9,1,4,2,0,0,4,0,0,2,2,5,5,0,2,1,3,3,4,3
5808,2,0,3,0,6,2,0,0,7,1,0,3,3,7,7,0,2,1,5,1,5,6
8048,3,2,9,1,4,2,0,0,3,0,0,2,2,0,1,0,2,1,3,3,4,6
8120,5,0,3,1,6,2,0,1,0,0,3,3,3,7,7,0,2,1,5,0,4,4
6562,2,0,0,0,6,2,0,0,7,1,0,3,3,3,3,0,2,1,5,0,4,6
5856,4,3,5,0,6,2,0,0,9,0,6,3,3,6,6,0,2,2,1,7,1,5
3675,2,2,7,0,6,2,0,0,10,0,6,3,3,7,7,0,2,2,1,7,1,5
1973,2,3,0,1,6,2,1,0,1,1,3,0,0,7,7,0,2,1,1,1,0,0
2453,3,3,7,1,4,2,0,1,2,1,6,3,2,5,7,0,2,1,1,7,4,1
5628,2,2,7,0,6,2,0,0,1,1,0,3,3,5,7,0,2,1,5,1,4,6
6058,2,2,0,0,0,2,0,0,7,0,5,3,1,7,7,0,2,1,5,1,3,3
7007,3,2,7,0,6,2,0,0,7,1,0,3,3,3,7,0,2,1,5,0,5,6
6913,2,2,3,1,4,2,0,0,3,0,0,2,2,1,0,0,2,1,3,3,5,6
1352,2,0,9,1,4,2,0,0,4,0,0,2,2,0,5,0,2,1,3,3,5,3
5278,0,2,8,0,0,2,0,0,10,0,1,3,3,7,7,0,2,1,5,0,2,0
2738,2,2,2,1,6,2,1,1,10,0,0,0,3,7,0,0,2,1,1,7,4,1
6128,4,2,0,1,4,2,0,1,2,1,6,2,2,7,5,0,2,1,1,7,4,1
3409,3,0,7,0,6,2,0,0,1,1,0,3,3,7,7,0,2,1,5,1,4,6
3153,2,2,9,0,0,2,0,0,1,0,1,3,3,7,7,0,2,1,5,1,2,2
7710,4,3,7,1,8,2,0,1,2,1,6,3,2,5,5,0,2,1,1,7,4,3
7100,2,2,0,1,3,2,0,1,2,1,6,2,2,7,5,0,2,1,1,7,4,3
4231,3,3,9,0,0,2,1,1,7,1,0,3,3,7,7,0,2,1,5,6,4,6
6614,2,3,8,1,6,2,1,0,7,1,3,3,3,7,7,0,2,1,1,1,3,0
6617,3,0,0,1,6,2,1,0,1,1,3,0,0,7,7,0,2,1,1,0,3,0
4145,3,0,3,1,6,2,1,0,1,1,3,3,3,7,7,0,2,1,1,1,0,0
276,3,0,7,0,6,2,0,0,8,1,0,3,3,5,5,0,2,1,5,0,4,6
7719,3,3,3,1,6,2,1,0,0,1,3,0,0,7,7,0,2,1,1,0,0,0
857,3,0,9,1,4,2,0,0,4,0,0,2,2,5,0,0,2,1,3,3,5,6
5305,2,2,3,1,4,2,0,0,3,0,0,2,2,5,0,0,2,1,3,3,4,3
2839,3,2,0,0,1,2,0,0,7,0,5,3,1,7,7,0,2,1,5,1,5,3
4254,2,3,5,1,2,2,0,1,1,0,0,3,3,7,7,0,2,1,5,1,3,6
5209,2,2,9,1,4,2,0,0,3,0,0,2,2,1,1,0,2,1,3,3,4,3
535,3,2,2,1,6,2,1,1,10,0,0,0,0,7,0,0,2,1,1,7,4,1
5316,2,3,1,0,4,2,0,0,7,1,0,0,0,7,7,0,2,1,5,3,4,0
177,3,0,7,0,6,2,0,0,8,1,0,3,3,3,3,0,2,1,5,1,5,6
3728,3,0,0,0,6,2,0,0,10,1,0,3,3,3,7,0,2,1,5,1,5,6
7277,2,0,7,0,6,2,0,0,10,1,0,3,3,3,5,0,2,1,5,1,5,6
8104,3,3,0,1,6,0,0,0,1,0,6,3,3,4,4,0,0,1,5,2,1,1
7153,2,0,3,1,4,2,0,0,4,0,0,2,2,5,1,0,2,1,3,3,4,6
6717,4,3,0,1,8,2,0,1,2,1,6,2,3,5,5,0,2,1,1,7,4,6
5888,3,2,0,0,6,2,0,0,7,1,0,3,3,5,3,0,2,1,5,1,4,6
7303,3,0,3,1,4,2,0,0,3,0,0,2,2,1,5,0,2,1,3,3,4,3
3604,4,3,7,1,3,2,0,1,2,1,6,2,3,5,5,0,2,1,1,7,4,1
4436,3,0,0,1,6,2,1,0,1,1,3,0,0,7,7,0,2,1,1,1,3,0
2885,2,2,3,1,4,2,0,0,7,0,0,2,2,1,1,0,2,1,3,3,4,3
6189,4,3,7,1,3,2,0,1,2,1,6,3,3,5,5,0,2,1,1,7,4,3
5692,3,3,0,0,7,2,0,1,0,0,3,3,3,7,7,0,2,1,5,0,4,4
5724,2,2,3,1,4,2,0,0,3,0,0,2,2,5,5,0,2,1,3,3,5,0
1227,3,0,9,1,4,2,0,0,3,0,0,2,2,1,0,0,2,1,3,3,4,6
4220,3,3,3,0,4,2,0,0,7,1,0,3,3,7,7,0,2,1,5,3,3,0
4460,2,2,7,1,4,2,0,1,2,1,6,3,3,5,5,0,2,1,1,7,4,6
2505,2,3,3,1,6,2,1,0,7,1,3,0,0,7,7,0,2,1,1,1,0,0
2595,2,2,0,0,7,2,0,1,7,0,3,3,3,7,7,0,2,1,5,0,4,4
144,2,3,0,1,6,2,1,0,7,1,3,0,3,7,7,0,2,1,1,0,3,0
7427,0,2,9,0,1,2,0,0,0,0,1,3,3,7,7,0,2,1,5,1,2,0
2300,3,2,7,0,6,2,0,0,8,1,0,3,3,5,3,0,2,1,5,1,4,6
3503,2,3,0,1,4,2,0,1,2,1,6,2,2,7,7,0,2,1,1,7,4,1
822,2,2,7,1,3,2,0,1,2,1,6,2,3,7,7,0,2,1,1,7,4,1
1769,3,0,3,1,4,2,0,0,7,0,0,2,2,1,1,0,2,1,3,3,5,0
2385,3,3,0,1,6,0,0,0,11,0,6,3,3,4,4,0,0,1,5,2,4,1
8111,3,2,8,0,6,2,1,1,10,0,0,3,3,7,7,0,2,1,5,7,1,1
1320,3,3,7,1,3,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,3
5335,2,0,3,0,6,2,0,0,10,1,0,3,3,5,3,0,2,1,5,1,4,6
5152,2,0,7,0,6,2,0,0,7,1,0,3,3,3,7,0,2,1,5,1,4,6
2395,2,0,3,1,6,2,1,0,7,1,3,3,0,7,7,0,2,1,1,1,3,0
3559,3,0,3,0,6,2,0,0,7,1,0,3,3,5,7,0,2,1,5,0,5,6
4453,0,3,0,1,6,0,0,0,11,0,6,3,3,4,4,0,1,1,5,1,1,1
4765,2,2,7,0,6,2,0,0,8,1,0,3,3,3,7,0,2,1,5,0,5,6
1323,3,2,3,1,4,2,0,0,4,0,0,2,2,0,5,0,2,1,3,3,4,3
6517,2,2,7,0,6,2,0,0,1,1,0,3,3,7,5,0,2,1,5,1,4,6
1446,4,3,3,1,6,2,1,0,10,0,6,2,2,7,7,0,2,2,5,7,3,0
6366,2,0,0,1,6,2,0,1,1,0,3,3,3,7,7,0,2,1,5,1,5,4
1990,2,3,3,0,4,2,0,0,7,1,0,0,3,7,7,0,2,1,5,3,4,4
3042,3,0,0,1,6,2,1,0,3,1,3,3,3,7,7,0,2,1,1,0,3,0
